index,begin,end,filename,shot_id,transcript,Death of a spouse,Divorce,Marital separation,Imprisonment,Death of a close family member,Personal injury or illness,Marriage,Dismissal from work,Marital reconciliation,Retirement,Change in health of family member,Pregnancy,death relative
12537,01:41:04:04,01:41:07:12,5258818087037440299.xml,1906,"Since you made her leave last time,  no.  I haven't heard from her at all.",98.95115495,45.64636409,56.37415349,22.17137548,52.91121519,45.93136251,31.52679503,45.04352868,11.686441,22.16000721,42.33870339,3.533572257,99.37056303
9262,00:32:55:15,00:33:00:04,5256228221757951173.xml,551,But I'm not staying.  What? Me and Summer we can't  come back here now.,98.93886447,52.75338411,60.41337669,23.84324786,55.52805287,46.29477602,18.7865302,43.58672392,12.33681634,30.06453484,41.4946785,0.8460736275,99.3344605
4246,01:51:59:06,01:52:03:04,5248439298566680341.xml,2166,Max is never gonna let you have me.  You know that?,98.90963435,30.61614174,56.00303411,35.9796828,59.18295962,44.52593762,32.63963163,23.32808957,8.499163985,15.85677445,42.13827085,9.915684462,99.33425188
12524,01:40:29:18,01:40:36:01,5258818087037440299.xml,1893,"No.  Er, no, I just,  I don't want you to disturb them.",98.8820672,30.85722312,45.47771811,25.75317246,57.7465353,49.93370342,35.47575772,15.55428264,18.55837852,27.00948268,42.79760933,20.37184954,99.31966066
4210,01:49:32:08,01:49:35:08,5248439298566680341.xml,2130,"Yeah.  Yeah, it's definitely  for the best.",98.86420369,44.83188742,51.12946838,12.58239819,56.09213537,48.17898279,33.31356645,18.83971879,25.49355984,26.72301739,38.04343867,20.80365658,99.31836724
6387,01:45:19:08,01:45:21:08,5251033029316736209.xml,2071,I'm gonna lose you for sure  this time.,98.86215329,50.89442956,53.2050094,23.46266359,62.14020395,50.54827374,28.99261415,28.92811495,0.04581311485,9.452509582,42.87894416,4.984799027,99.30354953
14757,01:43:27:08,01:43:49:02,5264050645694159353.xml,1908,"(I'm sorry, babe. ) ",98.8343358,28.935895,51.50070786,8.539268374,51.12625068,48.40860438,44.55237687,5.575668104,42.82458097,5.102854706,39.98893642,23.70393038,99.28339124
16360,00:46:59:16,00:47:05:10,5266645664934403562.xml,929,No.  No.,98.77574444,42.17425954,44.71421719,28.82046542,51.14588231,48.11627573,29.95197773,32.31504089,24.15533066,25.70906997,40.00158525,17.96896338,99.27874207
13090,00:11:36:19,00:11:37:21,5264050645694159353.xml,241,"Sit down!  You ain't going anywhere, Lauren.",98.75328541,29.22586361,50.32814264,23.20723093,46.52283382,47.93887001,32.52673149,38.0152632,11.84769943,20.66832617,43.20021582,22.67938375,99.27334785
21686,00:32:39:22,00:32:41:08,5274434588125702436.xml,593,"Sorry, I can't. ",98.74565005,44.42787981,52.24847525,29.79464534,52.65262824,51.25725847,18.84965748,43.24313277,11.05907969,29.24388349,33.61501122,11.22466564,99.26687479
18260,00:40:49:17,00:40:57:17,5269245838135402929.xml,724,"It's over, Jack.  She's a lost cause.  Even you can't fix this one.  You watch me. ",98.73974919,49.3841753,50.11714816,12.0257733,61.32236731,50.99633706,37.88879514,16.81801504,3.664314263,12.74633333,42.03620958,13.19846392,99.26055074
18604,01:02:12:17,01:02:14:21,5269245838135402929.xml,1068,"No, it's Max's.  He brought this all upon himself.",98.73349667,47.2220856,50.95722854,40.11864728,59.52214211,52.61142153,25.93243718,28.03268081,6.079932153,11.39706686,42.33019042,4.766538739,99.25534129
4643,00:16:40:17,00:16:42:09,5251033029316736209.xml,327,No.  I can't handle this no more.  We have to get out of here.,98.72452617,47.78682864,51.02719456,29.33204234,56.80807006,50.91665328,26.63968801,38.01688522,3.80474031,15.30967757,41.77552271,8.709649444,99.23288226
3541,01:12:16:23,01:12:18:19,5248439298566680341.xml,1461,"I'm sorry, love, but Musty must go.  I mean, look at me.",98.71923327,22.18109533,62.43002832,7.469375834,62.23603392,47.02342266,25.76167583,39.01527989,18.3046335,15.04704505,43.57840061,0.04884155467,99.22993183
14384,01:21:47:07,01:21:50:13,5264050645694159353.xml,1535,I can't.,98.70142937,43.98538202,53.85535359,32.91426551,54.04243684,51.12852734,14.13430572,41.74258947,7.786302567,27.3505792,35.68920279,10.48333883,99.22039509
4032,01:38:30:19,01:38:34:21,5248439298566680341.xml,1952,I can't.,98.64215255,43.98538202,53.85535359,32.91426551,54.04243684,51.12852734,14.13430572,41.74258947,7.786302567,27.3505792,35.68920279,10.48333883,99.20369983
16131,00:34:26:16,00:34:28:17,5266645664934403562.xml,700,"Don't worry, love.  You'll knock 'em  dead.  You'll be fine.  Be fine.",98.56339097,17.77002367,36.8702513,6.194061421,61.89433551,42.95983732,46.78916335,11.52735238,33.65826577,27.04941541,43.36344934,12.99064279,99.18760657
18943,01:22:23:24,01:22:26:15,5269245838135402929.xml,1407,"Look, she's going.  Brenda, wait a minute!  I'm coming. ",98.54926467,41.54532415,54.81989592,8.078287572,51.39931351,42.82011271,32.02035725,24.58796442,27.62291193,17.14441985,42.83183432,14.00530457,99.16422963
15918,00:24:46:18,00:24:50:15,5266645664934403562.xml,487,"If you said all that stuff to him...  Me and Jack, It's over, OK? We're finished.",98.54605198,43.7268939,58.37423861,8.36525926,59.34630615,45.15630633,23.95936996,33.16019797,0.210619017,31.21035576,41.65866733,0.862152949,99.16327596
8081,01:23:25:18,01:23:29:11,5253646087419594905.xml,1472,"You must be,  giving Stacey up like this.",98.54573607,62.32597709,61.95758432,10.87355411,62.94543475,49.59327513,13.59399557,29.76019222,2.397598978,0.4035240971,43.84579611,0.4868445173,99.13679361
9819,01:04:14:20,01:04:22:20,5256228221757951173.xml,1108,"Right, he's gone. ",98.53450656,54.84047323,52.81860203,8.180313438,62.31202948,48.6825695,2.817625552,45.58549947,0.2245821781,28.74116778,40.98379517,0.004727502819,99.11327958
3802,01:25:30:11,01:25:33:19,5248439298566680341.xml,1722,Callum dumped me.,98.52311611,71.95661861,64.33026105,1.765748637,59.72741425,47.08769977,0.4372596741,45.06227857,0.007155770218,0.6155111454,41.39361644,0.01233197981,99.10686016
15657,00:11:13:04,00:11:15:01,5266645664934403562.xml,226,I said goodbye.,98.48408699,48.59274662,60.28553247,10.81762388,60.22305644,44.70362133,6.670359522,46.04399359,3.714863509,35.99198073,38.70594788,0.7606306672,99.10104871
13881,00:52:02:14,00:52:04:05,5264050645694159353.xml,1032,He's gone.,98.46741557,49.59573203,50.65015137,9.668167502,62.4500404,50.03071773,2.409791388,45.24244338,0.2406635298,32.92781979,40.530756,0.00957909564,99.09373522
19190,00:07:50:01,00:08:22:11,5271844722846213628.xml,160,"Sean.  Why've you brought me here?  Well, seems Jack and Ronnie couldn't be bothered to open up. So how did you get in?  It's nothing a brick  couldn't fix, is it? Right, well, I take it you didn't  sort things out with Roxy? No.  Poppa Mitchell put paid to that.  What if somebody  finds out we're in here? Since when do you care  what Jack Branning thinks? Well, I don't.  And as for Ronnie, screw her.  Here's to not caring. Not caring. ",98.39728475,31.2782698,52.23786354,35.34773451,55.2814672,48.17976308,30.10051847,20.98387673,19.52844903,14.60770592,41.93198729,5.540391207,99.06679988
21436,00:19:39:24,00:19:42:03,5274434588125702436.xml,343,Time to say bye-bye.,98.3923018,52.85289466,60.48994839,6.090603925,59.04747212,41.24076337,13.51760775,42.74758989,0.7853844948,37.25990117,39.26207376,0.2414888889,99.05278087
19411,00:19:50:21,00:19:53:00,5271844722846213628.xml,381,"Oh, don't say that.  She's gone, Ronnie.  I know she is.",98.25871587,39.68297136,43.13512534,16.47829834,62.64444906,44.26015443,23.23371917,33.83215457,3.302477226,21.69552639,42.49773812,4.33209002,99.01336432
5425,00:56:50:15,00:56:57:22,5251033029316736209.xml,1109,You're not my girl any more.  I just need to know that  there's gonna be an end to this.,98.21325541,53.52141672,58.04116488,13.60737419,60.66637892,48.64031726,27.36265659,7.294463947,2.207207903,15.78357428,42.27567172,8.185151815,98.99940491
16102,00:33:01:20,00:33:04:07,5266645664934403562.xml,671,"Well, he ain't here.  Do you know where he is?",98.17336798,32.35992163,43.37377071,26.12628973,58.96619689,45.55180627,31.98877871,36.55632937,19.14258778,28.38956773,42.6301744,2.799881399,98.99758697
21971,00:48:56:21,00:48:58:07,5274434588125702436.xml,878,"I'm gonna head on back now, Shirl. ",98.16460609,20.5962756,60.2651614,11.83197297,53.74047107,45.43819749,17.76658744,35.64541739,38.88710618,25.74721098,41.38235497,1.940782368,98.97657633
18981,01:24:11:05,01:24:12:19,5269245838135402929.xml,1445,"No Aunty Peg, I can't!  Not yet! ",98.16325307,33.51209021,42.11696267,30.45731217,62.63687503,51.74189407,16.73050821,30.99202907,20.46901792,11.8114467,43.01887321,14.07775044,98.97316098
10668,00:01:33:11,00:01:36:22,5258818087037440299.xml,37,"Ah, Bradley, I've had to shoot  off early from seeing Jim,",98.1336832,25.557192,57.36600578,7.510976158,62.46571791,51.30332369,10.68640128,44.97224939,12.05331221,14.1154401,43.72861028,0.103882784,98.96630645
13667,00:41:15:24,00:41:19:19,5264050645694159353.xml,818,"Libby...  Laugh all you want,  I'm not leaving Darren.",98.11165333,24.13380605,53.58849943,11.37075278,61.48866534,47.51220292,47.61278927,7.298602343,27.86925673,6.949647814,42.72900724,0.9254306555,98.96523356
21853,00:41:51:22,00:41:54:21,5274434588125702436.xml,760,Cos she did.,98.09247255,35.54062387,31.69298291,10.83902791,55.4612385,45.98392904,37.20524609,19.11712363,36.00188345,19.43056449,37.67441463,18.48975182,98.95008206
8615,01:52:28:11,01:52:33:15,5253646087419594905.xml,2006,"Babe, if staying here means  losing you, then I out of here.",98.05960655,26.37873927,57.01236725,15.41475941,57.34435362,48.00723177,30.66238761,34.88645154,3.557589166,9.803606048,43.64354348,10.73694587,98.94570708
22740,01:30:11:04,01:30:12:22,5274434588125702436.xml,1647,What about her?  'I can't talk now. I need to get going. We'll talk when I get back.',98.05725813,25.38388613,46.12922072,13.19675951,61.13777071,49.39586633,35.94014049,22.54238278,13.5817945,10.46030134,43.69676137,16.35755658,98.9452064
21042,01:52:38:07,01:52:48:09,5271844722846213628.xml,2012,I ain't gonna mess  you around no more. No more lies.  No more lies.,97.96349406,36.36186004,44.24690664,27.31949857,47.16282928,42.95588535,40.02060294,30.49340743,27.42101133,24.61331785,39.22908664,8.590595126,98.92916679
12406,01:32:34:18,01:32:38:24,5258818087037440299.xml,1775,"It's all right, Archie.  Let her go through.",97.8318572,47.1040653,38.06566328,3.233348787,55.47337496,49.80826718,32.8443408,8.494366035,31.86482012,20.45416385,42.61235905,23.08763742,98.89832139
20984,01:48:37:19,01:48:44:04,5271844722846213628.xml,1954,"No, it's all right.  He don't mind.",97.82153964,36.51004678,40.02955854,11.77156386,48.16365534,47.35752654,36.23374403,21.25018376,34.57657367,29.22971606,40.34294868,13.01251888,98.89040589
14719,01:40:24:15,01:40:27:13,5264050645694159353.xml,1870,It's not true.  None of it.  I don't believe it.,97.81133533,38.50328183,42.4016735,30.14267296,42.96594626,47.50861424,31.75474405,23.72228694,21.75288945,32.25567698,36.45762849,15.6888473,98.88879061
18444,00:52:45:09,00:52:49:20,5269245838135402929.xml,908,Out.,97.80904651,53.88965797,59.57387358,4.222117715,47.91316062,43.13434935,15.38136601,46.35768241,8.601557314,37.90058434,37.76507545,6.488947272,98.8812089
20468,01:15:16:02,01:15:17:24,5271844722846213628.xml,1438,"Look, Sean, I've got to go. ",97.79682159,30.48082131,59.50708836,15.09069398,51.22885484,46.65676796,17.50809252,45.77031183,20.07499069,26.02786928,40.11906743,3.785575926,98.86267781
15793,00:18:48:14,00:18:51:20,5266645664934403562.xml,362,"You've got to admit it,  Tanya's brought this all on herself.",97.74219394,54.12500674,55.08174837,26.58589429,61.13342607,52.79200208,7.650052756,20.18687883,0.2530222689,0.4298845539,43.371346,6.241491437,98.86114001
209,00:13:28:20,00:13:31:00,5245830105934359183.xml,210,"Sure, just roll over, let  me and Tanya get on with it?",97.72353768,21.12084022,52.69749135,7.205758005,55.61753672,49.46904564,39.90290463,10.52601132,42.21208245,16.09469444,42.48022437,9.756506681,98.83705378
19426,00:20:21:21,00:20:23:02,5271844722846213628.xml,396,"Look, I don't think  now's a good time, do you?",97.7134943,44.26217973,48.64076793,15.55283792,48.88482088,49.72737032,26.46044195,21.67812702,13.66010025,23.75588268,40.99060082,21.85292244,98.83682728
22994,01:44:39:12,01:44:42:16,5274434588125702436.xml,1901,Ben'll miss you.  I'll write to him.,97.69103527,28.63775712,46.71381414,17.04798719,62.37043619,42.74467784,26.44398808,22.60553515,16.28646031,25.98218322,41.15428805,4.422667027,98.82287383
22775,01:32:11:18,01:32:15:03,5274434588125702436.xml,1682,Heather tells me you're leaving.,97.68756628,50.19022816,61.80028766,4.911706679,57.06883496,37.88585001,9.544058144,45.51042145,0.1074435411,22.72053123,42.12828135,0.1511683874,98.76699448
9491,00:46:26:23,00:46:36:06,5256228221757951173.xml,780,"just take it for me, yeah?  See ya, Bill. ",97.63767123,25.18229133,48.04547757,8.690485016,57.09753513,48.53921831,15.50671756,30.3841297,28.93202037,26.82695568,39.72307777,2.849815488,98.74886274
7338,00:41:51:01,00:41:53:24,5253646087419594905.xml,729,"Yesterday you said I could go,  though. Now I'm saying no.",97.59247899,37.89644152,46.2084502,15.11842816,51.14291203,47.98278075,31.07001185,37.4833551,17.39730924,19.19931918,41.9538362,10.19387484,98.74759316
4868,00:27:39:15,00:27:43:20,5251033029316736209.xml,552,"I ain't got a future, Suze.  That, that was it!",97.58602977,49.38987529,62.06214011,12.25866508,44.55514276,48.38419759,12.13303804,33.13213056,2.040662505,28.09326679,33.50092793,0.4630491883,98.73740077
14255,01:14:51:07,01:14:54:05,5264050645694159353.xml,1406,"That's my wife!  Tanya's made her choice, all right?  She's an adult.",97.54598737,52.06447262,48.49128962,3.086983256,54.69488794,38.85281825,48.31081927,8.264141977,5.130296722,14.2924726,43.19642353,21.21173143,98.64688516
15739,00:15:57:08,00:16:00:22,5266645664934403562.xml,308,"Yeah, he did.  And from what we've been told,  he wasn't very keen to let her go.",97.50140309,36.36278248,41.12905443,16.32393774,62.23109221,36.80680513,33.72329473,34.04384375,11.3073121,9.096729308,43.38996124,2.635331154,98.63988757
20620,01:24:35:03,01:24:37:03,5271844722846213628.xml,1590,He didn't.  I swear on my life.,97.47924209,44.24028915,43.32392395,19.11970371,56.0328725,50.00303817,26.63328648,29.36422294,11.60150215,20.54851994,40.82346225,6.699632406,98.63967299
5328,00:51:59:06,00:52:02:06,5251033029316736209.xml,1012,"Chuck his stuff in the bag,  will you? You know what you need to help  you get through all this, don't ya?",97.45533466,41.26500636,51.27415806,10.17462905,62.50814295,49.15293568,11.11712381,31.98424101,18.60655636,10.26595987,42.91880774,4.50945735,98.63906503
7337,00:41:49:03,00:41:51:00,5253646087419594905.xml,728,"I'm sorry, Lauren.  I've made my decision.",97.43437767,40.62521487,54.3690899,10.98708464,55.60110068,39.39888465,28.2426089,18.97924483,8.519792855,23.96150351,40.3528254,15.44478416,98.62877727
21303,00:11:27:01,00:11:38:07,5274434588125702436.xml,210,No.  No.,97.42843509,40.06116802,42.6541695,27.83097598,48.51994979,46.48763579,26.90643668,31.69377875,21.45339936,23.38454157,38.54566479,16.46850944,98.62775803
20803,01:35:33:15,01:35:37:12,5271844722846213628.xml,1773,I'm really sorry...but Amy she...,97.42271304,24.3061873,47.17769593,6.579351291,62.9200353,49.61326873,29.88706231,8.273178652,35.74396223,5.419787206,43.38269663,7.580569983,98.62590432
8528,01:47:10:02,01:47:11:14,5253646087419594905.xml,1919,You go and tell her you don't  wanna see her no more. What?,97.39898443,54.04265273,61.71582401,1.781360434,61.96451443,35.73157638,23.68235737,33.68833816,0.9576235525,9.945745021,41.30067658,0.05240707193,98.60001802
16761,01:11:07:10,01:11:09:12,5266645664934403562.xml,1330,I can't go.,97.36728072,32.48588058,52.75681466,42.15705049,49.50564283,51.81697196,11.09996513,43.896981,5.156237371,23.77239972,38.18908238,11.34003043,98.59583974
18404,00:50:57:20,00:51:04:13,5269245838135402929.xml,868,"You couldn't stay here,  could you, Dot? Just for a bit.",97.3521471,22.41320032,56.25248492,23.83887693,58.96943003,46.94607341,4.170968011,39.74546677,24.38598722,4.94230371,42.99666762,1.527087241,98.56719375
1474,01:17:38:21,01:17:41:19,5245830105934359183.xml,1475,Pat'll kill me!  Three weeks.  Month.,97.34753966,25.01174843,48.30852717,41.25573438,55.14273155,52.20647287,18.20519567,26.11097509,17.0409362,5.290147997,41.37424326,14.81582999,98.55358601
14067,01:02:55:07,01:03:46:21,5264050645694159353.xml,1218,"You all right, Bradley?  I suppose you've heard about Jack.  Jack and me.  Yeah.  Yeah, and I don't  believe a word of it. Yeah, well, there's things  you don't know, Bradley. Things you don't understand.  You blame me for everything. I know that. No, no, not everything, Dad.  Just wrecking my marriage. Twice.  That ain't fair.  Callum was all over her.  I warned you. You stuck your nose in  where it wasn't wanted. You're better off without her. You and Stace, you weren't  gonna last. Oh, really? Then how come she's just  told me she's still interested?",97.34090567,32.5561319,56.70125693,13.43772192,57.30466604,46.13640356,48.91331792,9.290676892,7.349807248,11.86758131,43.22515678,10.75373292,98.54406118
9715,00:57:29:15,00:57:34:14,5256228221757951173.xml,1004,She's leaving.  That's what I said. But not this time.,97.32137322,56.68309796,61.48044854,1.905187899,46.65354484,42.29466856,20.96503526,44.41584849,2.436056994,19.19406474,40.65033102,2.350105196,98.5399425
16254,00:40:05:06,00:40:07:13,5266645664934403562.xml,823,I can't.  I...,97.21480608,40.56431633,51.18663758,29.18300271,52.25218517,50.76907843,16.60610884,35.39151925,10.53012259,20.83622172,35.97254634,13.06200504,98.53576422
6522,01:53:27:00,01:53:28:15,5251033029316736209.xml,2206,You can't!  You can't!,97.19468951,42.28923404,49.43722755,35.69382262,43.87058187,49.57432717,21.60632908,33.60181916,18.04312482,25.17476052,36.02929688,15.90040684,98.53288531
15336,02:18:47:09,02:18:49:20,5264050645694159353.xml,2487,"No.  He can wait.  I'd rather stay here, anyway.",97.19383717,37.78605312,45.69422185,17.03614363,50.24614334,47.71293187,30.8673501,28.00716549,22.25289747,26.73945934,41.85343766,8.024157286,98.51270914
699,00:39:13:16,00:39:19:19,5245830105934359183.xml,700,"Hi, fantastic.  Max wasn't sure if you were coming,  what with the D-I-V-O-R-C-E.",97.18019366,68.39524609,22.96887442,9.065751135,52.94141364,51.61581022,22.66201526,24.78178614,18.5415262,17.56840199,41.61098576,13.11895251,98.51145148
11745,00:56:27:04,00:56:31:17,5258818087037440299.xml,1114,"But I, um...  No, no, we can't risk it.",97.13510275,32.11905128,48.91109735,25.46470812,53.64924109,51.45244014,28.67597342,21.30654269,6.590046734,16.9329679,42.53287315,20.72333336,98.45905304
13231,00:18:26:20,00:18:33:10,5264050645694159353.xml,382,"Listen, don't worry about Max.  Max don't matter any more. ",97.11732268,28.46448606,35.76129436,17.39921978,56.09040803,40.45209169,31.07407689,30.50707835,30.8609578,33.53789896,43.03543496,4.033614993,98.42818975
10507,01:45:49:13,01:45:50:23,5256228221757951173.xml,1796,"He, um...he had to go. ",97.08798528,39.48062599,61.3580516,12.64677925,55.4651776,51.96892208,9.527560323,44.71661997,0.9085237049,28.57983291,42.6450603,0.1237905957,98.42640758
