,transcript,filename,unique_id,begin,end,extramarital affair,get divorced,illegitimate child,institutionalized for emotional problem,serious accident,murdered,attempt suicide,blackmailed,unfaithful spouse,abortion,score_max
106,"Tan, they're clutching at straws,  hoping I'll crack under pressure.",5266645664934403562,1631_5266645664934403562,01:28:10:04,01:28:15:14,0.06813180848395159,2.040011273919267,1.0645197070708867,1.282336056278134,-0.1578412929030697,0.01919962385657793,1.0625257701419686,11.870814480833264,0.5235960157187642,3.3244747356233684,11.870814480833264
108,"cos no matter how hard you try,  you ain't ever gonna be a dad to my kids. Get out.",5258818087037440299,1364_5258818087037440299,01:07:44:12,01:07:46:21,0.11274737535283152,11.667635640732442,6.852792665168087,-0.22919474417279592,0.07006337444104724,3.088831957961392,-0.11509088636531073,0.6032143043448613,1.1251082514386888,0.38413736179023694,11.667635640732442
118,"..well, I'd give anything for things  to be different, but they ain't, are they? So I'm supposed to believe you're  happy about getting a divorce? No, of course I ain't happy.  I still love you, Tan.  I probably  ain't gonna love anyone else. But I ain't gonna put you and the  girls through all this again, am I? So you're not gonna contest it?  No.  If you want a divorce, then  I'll put my hands up to everything. Tan, I ain't gonna be happy  until you are,",5245830105934359183,202_5245830105934359183,00:12:07:00,00:12:39:05,0.7288523812568466,11.456307935801101,1.024824535853277,1.3881240208126608,0.22536036731848047,0.5204141634601485,0.12484546502041444,2.3655073558235733,1.7343752368169527,-0.1675448314516472,11.456307935801101
120,You think you can go behind my back  with my kids?  Turn them against me.,5274434588125702436,1436_5274434588125702436,01:18:08:21,01:18:12:20,0.5843265550861757,0.5371359028532152,1.4466367814058452,0.34732177616095117,0.659785602769767,2.0607424622400212,0.2130242489215149,11.436668212586543,2.116042195863397,1.3426284798033299,11.436668212586543
126,"You OK?  Yeah, I am,  but Max isn't gonna be. ",5245830105934359183,63_5245830105934359183,00:03:38:05,00:03:57:18,0.32923542250677923,4.52141850551893,8.722629279580543,0.6609693446562466,2.3879194465310203,11.184955037323855,0.5720159994359069,0.34521958614511694,1.904525370016709,1.4223345174101523,11.184955037323855
132,Time to say bye-bye. ,5274434588125702436,343_5274434588125702436,00:19:39:24,00:19:42:03,0.34574615247437634,10.907806096808207,0.2531427776640053,1.094855690223316,0.36301522393223123,5.048541496321103,-0.18396969167209737,-0.21365837994602277,0.7382735737525103,2.194786659481855,10.907806096808207
135,"Your brother wakes up and everything  comes out about this gun, I'm finished. I didn't do anything.",5266645664934403562,52_5266645664934403562,00:02:26:13,00:02:28:11,-0.3113163707955816,0.4349855954176325,0.443910554349419,0.1965094397069354,3.110918281882835,10.881204249115548,10.001432101655142,10.123644115397704,-0.388369027269194,-0.35757001522868037,10.881204249115548
138,"But I, um...  No, no, we can't risk it.",5258818087037440299,1114_5258818087037440299,00:56:27:04,00:56:31:17,2.354514689575037,5.825144398131688,10.727882137670479,4.148032624983159,3.091430051423941,6.047659269245721,5.439459416441097,3.542575903384949,1.9028913538326517,9.711927141109461,10.727882137670479
143,"I mean, that's the problem.  My dad won't let me see her.",5258818087037440299,1579_5258818087037440299,01:19:05:14,01:19:10:03,0.7818830390389612,6.675350862088097,10.623201340219982,3.0829628631017747,0.8540541251090924,2.4256777801926774,0.506716469022298,3.2377382152337746,1.6249750686503945,1.040842418898763,10.623201340219982
147,He's gonna tell 'em he remembers  everything and it was me who did it.,5271844722846213628,1806_5271844722846213628,01:37:36:17,01:37:40:07,1.9097344615176213,0.7112291630805647,-0.3029836898295364,-0.14515339064051583,1.0984324956860254,2.4703708392615,5.152734067266475,10.359378473734965,2.538170569476123,1.8471111229741677,10.359378473734965
152,Have you always believed  that she didn't do it? I didn't say that either. ,5274434588125702436,759_5274434588125702436,00:41:47:01,00:41:51:21,1.3281173513082865,0.981254665785327,2.084942667725228,0.09177829446116917,0.579002319664619,2.5197634839316714,3.1158029298223457,0.1908511733291607,1.8686129240480998,9.986441585632628,9.986441585632628
156,"I can't take this.  First Max,  now you. Come on, don't mention me in the same breath as him.",5248439298566680341,1998_5248439298566680341,01:41:46:13,01:41:47:02,1.266969284907859,0.36134497088899714,-0.22941067884085345,1.1743564661864805,2.216962799462386,9.874771421793643,3.2056860453996325,7.085149427654139,1.8090082110475758,0.6613366071042299,9.874771421793643
158,"But you like to see her  suffer though, don't you? What? I mean, why else are you doing this? ",5269245838135402929,1075_5269245838135402929,01:02:33:21,01:02:38:08,1.2729354647976616,1.3559794198996462,2.7601283092204802,0.8908256048524381,1.316829306860355,5.765554283343003,0.8912456673582779,1.1735574858451652,1.2632277753802819,9.796199986712205,9.796199986712205
160,"Better not keep the cab waiting.  Just think, this time tomorrow... Yeah! Right, don't forget  to lock up, will you? You got the passports?  In the bag.  Kids? In the cab. Well, you better get out there cos we don't want you...",5264050645694159353,541_5264050645694159353,00:26:47:09,00:26:59:14,-0.29597985729865295,0.5160329314094764,1.7917656690011645,-0.20087621118195756,0.09617826716241679,0.7351539854218743,0.49085147587735733,9.734688731130449,0.09021343358687783,-0.0024253820676617636,9.734688731130449
161,"You tell me the truth, or you're out.  I mean it. Kenny Nelson... ",5248439298566680341,1972_5248439298566680341,01:39:52:15,01:40:02:22,1.223127527084837,2.2390219044755137,0.3110657191123508,0.1675968282062842,0.747396523366145,2.4575385256986966,1.442049238405105,9.615732943229878,1.4821191770975213,2.8925714980318658,9.615732943229878
162,"but I'll have my bed back,  if it's all the same to you. Has your memory taken a knock?  Who owns this house?",5274434588125702436,321_5274434588125702436,00:18:47:15,00:18:52:02,0.6590480270698758,-0.09869724462982396,-0.326300079450631,-0.26761523359123934,0.9583601584273909,0.06587214566416506,-0.15801670664340164,9.60396760936524,-0.07559168737138051,-0.3592446307854775,9.60396760936524
164,All right.  Look.  I've arranged to meet the DI at the Club around four.,5266645664934403562,1639_5266645664934403562,01:28:35:22,01:28:38:19,0.4380002045638097,0.8794743347469051,0.3406643167307927,2.9793029360214733,1.073315781160871,9.526117587252362,2.131427658505658,0.7228842001674642,0.25332621237688707,0.7243791248868872,9.526117587252362
165,Home from where?  From trying to shoot your brother. I already told you... Did you tidy yourself up?,5264050645694159353,786_5264050645694159353,00:39:48:16,00:39:52:17,-0.5488637975480853,-0.38933437448743735,-0.2698845525774921,-0.043481507311451,3.7334643910673506,2.437088808676507,9.490324470495057,0.42720592108731953,-0.5063815049000242,-0.31349977449487965,9.490324470495057
168,and it's taken me a long time to  realise that the only way I can do that is to let you go.,5245830105934359183,203_5245830105934359183,00:12:39:06,00:12:42:06,0.25448113125621524,6.124169720838727,2.5824448273937053,0.4820839427670038,0.9212449172896918,0.20103657399649386,0.2258489434451579,2.8218456426663994,1.4861589536536295,9.425713775758679,9.425713775758679
174,"Yes, well, you weren't too  interested in helping him, were you? Yeah, well, he's my responsibility.  So if anyone's gonna help him...  it's gonna be me. ",5258818087037440299,993_5258818087037440299,00:50:01:17,00:50:12:23,0.047204372078831346,0.03749335283039455,9.238535246148064,0.5238982807169005,2.2412994607099908,0.16905952732945814,2.8199946252423227,2.2731211595138454,-0.026056902835576958,0.05553008401376506,9.238535246148064
180,"This morning.  What, your dad told you to hit this girl?",5248439298566680341,883_5248439298566680341,00:45:54:12,00:45:58:13,2.029700261450195,-0.10813681690119124,0.7230611766931841,0.42684494112893373,4.2669610666099675,3.036786084819061,-0.34607137323979975,9.00839077974621,1.4913616147370938,-0.1372293675164781,9.00839077974621
181,"He is a mess, Jack.  He's a total mess. Blood, bruises,  you beat the crap out of him!",5264050645694159353,1950_5264050645694159353,01:45:16:17,01:45:19:17,0.3140982365797673,0.8606238740497615,1.6003440104767426,-0.195717335027185,2.2906967503723994,8.970472270639949,0.695005563782031,1.192635008667387,0.42204349035326294,0.7041999576224759,8.970472270639949
184,"Get rid of it, Jack. ",5264050645694159353,1104_5264050645694159353,00:56:27:08,00:56:31:07,1.6984051001058247,2.1429035937598004,8.911159137074984,4.087207108875244,2.5636859559870206,7.944797764282509,0.710774621078936,2.549323810401594,0.9419327578834747,8.516234893665784,8.911159137074984
185,"The one thing I want, I can't have.  Because all I really want  is my little girl back.",5258818087037440299,1595_5258818087037440299,01:19:52:08,01:20:06:15,-0.2661149016757338,0.11703903173597661,8.521040223061727,1.316245660608759,1.1744428655211243,8.860900753213645,0.20076943261879276,0.6139841415374216,-0.31086692898384755,3.9998508734471696,8.860900753213645
187,"You and her,  you really must have rubbed  Max's nose right in it. Me and Tanya, it just happened.  All right, Max was gone, it was  over.  He was out of the picture.",5266645664934403562,305_5266645664934403562,00:15:35:20,00:15:49:12,4.582198456519363,8.816010083075007,0.4846782615274203,0.19389966411186843,4.145054299176375,6.361308525670322,0.8554346954362687,-0.07299241436434056,2.8578382367319852,0.6258109716915764,8.816010083075007
189,Cos they ain't gonna do anything  about it.  I've got a cast iron guarantee.,5264050645694159353,1742_5264050645694159353,01:33:54:07,01:33:57:24,1.9890307578891246,1.3432277174473992,5.7165165050472995,0.9359382011031805,2.8173883111925098,3.94256764282978,4.901013443218607,0.938609728486563,1.3431284573973141,8.74303114899014,8.74303114899014
197,"I can't stand being with the woman  at work, why would I wanna go round there? It wouldn't just be us, would it?  I'm not going.  Let's say they've invited us to stir  things up, knowing we won't go. I ain't.  But if we go, it shows we ain't backing away. It shows we're together  and there's nothing",5245830105934359183,607_5245830105934359183,00:34:28:14,00:34:43:02,0.8200524236250363,-0.22885152521129262,-0.03304726277248095,1.9098116369952878,-0.22241606273630743,-0.03214331488160948,-0.239666802988574,8.42909568538844,0.40341078165833344,0.5261832203867366,8.42909568538844
198,"Cos I've had just about enough of  this. What's that supposed to mean? Well, first off you won't tell the  girls.  And now you won't tell Max.",5258818087037440299,2038_5258818087037440299,01:47:54:19,01:47:58:05,3.511948970410432,-0.04793894442528307,1.123101286128581,0.3531542367617907,-0.09053309343011788,1.1586917775616097,0.09955118323776786,8.422437893212294,1.569735043175069,-0.006995759797904833,8.422437893212294
204,"What?  And there's no doubt?  Yeah, the baby's fine.",5258818087037440299,1938_5258818087037440299,01:42:47:17,01:42:50:02,0.5783004264350412,-0.19178162330280768,5.914550879316327,-0.35126001459301187,-0.24612957564827753,-0.27151585645041926,0.19568198834372807,0.03309079453288062,-0.2513452177265853,8.361527367711872,8.361527367711872
205,"they're nicking off their own  families to get some gear. Tanya, I know.",5248439298566680341,1981_5248439298566680341,01:40:39:18,01:40:41:13,1.7814949079165483,-0.10164550189382213,3.5372352307174184,-0.5224566842202221,-0.028107283708032074,1.1487402013114947,-0.3541100560923104,8.359253057015055,1.2688587770662783,-0.32514670430554865,8.359253057015055
208,They're not yours.  You think he deserves them? It's what THEY think.,5271844722846213628,1230_5271844722846213628,01:03:50:16,01:03:52:18,1.0645289971880258,1.0358711190422938,8.29905374071701,0.7041648095427598,0.9493194012957228,2.5390980680698427,1.1168264243096546,2.1017550375414555,1.0971793474984468,1.8058641770041413,8.29905374071701
210,"No.  It was Tanya.  And you don't owe  her nothing, do you?  Or her kids.",5269245838135402929,1102_5269245838135402929,01:04:22:09,01:04:26:03,2.8683341211228646,2.489802907805695,2.966589030544996,0.23609295053364746,1.148975502400551,8.228196358661158,2.2177969187605147,0.3922683729342788,2.4724529716117543,0.45977822921845957,8.228196358661158
213,"I'm no doctor, but I reckon you're  the last thing he needs right now.",5253646087419594905,171_5253646087419594905,00:10:12:15,00:10:14:09,1.5677885410107304,1.4253846812242907,6.4360941165487136,0.5575373859186833,3.299448871276517,3.384254971823168,4.789955405830016,0.4199117387705707,1.8163155899109518,8.047237861613665,8.047237861613665
215,"You didn't just give  me a gun, Stewart. You gave me your reputation,  your career...",5269245838135402929,752_5269245838135402929,00:43:30:14,00:43:33:15,-0.48726809320049214,-0.3852712572110842,-0.4566275734113514,0.013775750749784493,0.12727356232060402,0.7066516778805637,0.5399029446794459,8.023457754828693,-0.37881623353228566,-0.3807944227841123,8.023457754828693
217,"Jack...  Don't think I'm gonna do a runner, do you?",5266645664934403562,504_5266645664934403562,00:25:44:06,00:25:46:02,1.0009871033577975,0.4557768623746938,0.44314604597571494,0.4783677841197225,0.8679346277787862,0.4455319716019475,0.8566024130800503,7.9500869444355065,1.563786656584786,0.07104696190357213,7.9500869444355065
223,"I know it sounds unlikely,  but he set me up. You don't have to explain.  I know  you wouldn't do that.  I know you.",5264050645694159353,1265_5264050645694159353,01:06:30:11,01:06:36:14,-0.38214777013026785,0.07981408133464225,0.03716506481346735,-0.35697894879023895,-0.1672408778545825,0.2310038007749991,0.18016096619161961,7.785676797147599,0.32945225034931785,0.1476583283149157,7.785676797147599
225,Whose blood is this? ,5264050645694159353,1730_5264050645694159353,01:33:22:07,01:33:26:07,1.443015460626811,-0.27062615549238606,3.789600696010648,-0.10165113812664517,1.3961095999742248,7.75338445769663,0.5799043365928994,0.6149405460721423,0.04891694837304,0.7437673976799718,7.75338445769663
230,"It's not yours, either.  It might as well be.",5274434588125702436,755_5274434588125702436,00:41:32:09,00:41:34:17,0.16609117676790067,0.5947183963537584,7.6528613238586685,1.291022657225512,1.0108460115576743,2.2000854469723463,0.6321340298762008,-0.14433668462498653,0.03524198110982597,0.14319280702319814,7.6528613238586685
232,Telling me what to do.  Telling the girls behind my back when I asked you not to. Fine. I'll leave you in peace.  Where you going? Out. If that's all right with you.  Or are you going to send me  to my bedroom too?,5258818087037440299,1520_5258818087037440299,01:15:55:23,01:16:09:03,3.0524881400456665,0.20275902143246047,0.3737711363810797,-0.027920982501942106,0.03231918866693942,0.221786025426944,-0.1900022727817064,7.644858521508075,2.4148910476293293,0.5813256637050516,7.644858521508075
239,"You're the reason this  happened just as much as me. You think she'd have done this if  she hadn't slept with you? I helped Tanya,  I always have and I still am. Yeah, by giving her all the  incentive she needs.  You're the one who pushed her, Jack.",5269245838135402929,1113_5269245838135402929,01:05:35:03,01:05:43:08,4.7354838934448695,0.47183981590572266,3.5999996927040705,3.223536516222369,2.9130214592682875,4.339875499310012,6.350114111081256,7.370051431934379,2.9039306529842634,6.632532100830275,7.370051431934379
243,"That's why you've gotta be removed.  What were you thinking, Max?  Eh? Your stupid, pathetic, little  plan.  Did you think I wouldn't be able to talk my way out of it?",5264050645694159353,1415_5264050645694159353,01:15:12:12,01:15:20:13,0.2541775942679584,0.19742950264034312,0.6555742347581401,2.909364345878122,0.9085590046081684,7.305437887231002,3.9810482468400203,2.115173063819325,1.8331980584782157,0.925871300427013,7.305437887231002
250,So she did it...so what?  Why do you  have to make sure she gets punished? And her kids keep suffering...  why can't you just withdraw  the statement and let them be?,5269245838135402929,1106_5269245838135402929,01:04:41:22,01:04:49:04,2.873558486628978,0.12719748346852036,0.36719456449106286,0.32131024700950467,0.11806024103445249,0.28359328422001817,2.5350532007514777,1.9989511131713529,2.421511834352201,6.910130795809323,6.910130795809323
254,"Or you came up with a story as to  how your prints could be on the gun. Oh, you obviously haven't found it  or you'd have charged me by now.",5264050645694159353,602_5264050645694159353,00:30:06:02,00:30:10:20,-0.5162450011046096,-0.3771263590068764,-0.4357415539164976,-0.13049271239453755,-0.17774700422535947,0.11845351349532038,-0.12661907298485658,6.7952473617384745,-0.41449310023314234,-0.3704118550101652,6.7952473617384745
262,"Ronnie?  Nothing.  I feel nothing  for the girl, all right. Not a flicker.  And me?  I love you.  I love you. ",5264050645694159353,1968_5264050645694159353,01:46:30:16,01:46:44:11,0.22422473578454433,2.7924921271187477,6.618983776750386,-0.08349065892120848,0.27998779717678646,0.7705415933476805,0.7966243814853327,0.05566258531302102,0.5807656166945028,0.933702648491139,6.618983776750386
